group,key,english,hindi,santali_current,santali_corrected,reviewer_note,edit_in_file
4 · Supervisor surfaces,anchor_loto,Lockout panel,लॉकआउट पैनल,ᱞᱚᱠᱟᱣᱴ ᱯᱟᱱᱮᱞ,,,i18nSantali.js
4 · Supervisor surfaces,anchor_machine,Machine,मशीन,ᱢᱮᱥᱤᱱ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,dash_clear,Clear log,लॉग साफ़ करें,ᱞᱚᱜ ᱯᱷᱟᱹᱨᱪᱟ ᱢᱮ,,,i18nSantali.js
4 · Supervisor surfaces,dash_empty,No activity yet. Run a hazard scan or scenario to see your record here.,अभी तक कोई गतिविधि नहीं। अपना रिकॉर्ड यहां देखने के लिए खतरा स्कैन या परिदृश्य चलाएं।,ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱠᱟᱹᱢᱤ ᱵᱟᱝ ᱾ ᱟᱢᱟᱜ ᱨᱮᱠᱚᱰ ᱱᱚᱰᱮ ᱧᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱡᱚᱠᱷᱚᱢ ᱥᱠᱮᱱ ᱥᱮ ᱥᱮᱱᱟᱨᱤᱭᱚ ᱮᱦᱚᱵ ᱢᱮ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,dash_eyebrow,Progress,प्रगति,ᱞᱟᱦᱟᱱᱛᱤ,,,i18nSantali.js
4 · Supervisor surfaces,dash_hazard_scan,Hazard Scan,खतरा स्कैन,ᱡᱚᱠᱷᱚᱢ ᱥᱠᱮᱱ,,,i18nSantali.js
4 · Supervisor surfaces,dash_log_cleared,Activity log cleared,गतिविधि लॉग साफ़ हुआ,ᱠᱟᱹᱢᱤ ᱞᱚᱜ ᱯᱷᱟᱹᱨᱪᱟ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,dash_scenario_training,Scenario Training,परिदृश्य प्रशिक्षण,ᱥᱮᱱᱟᱨᱤᱭᱚ ᱛᱟᱞᱤᱢ,,,i18nSantali.js
4 · Supervisor surfaces,dash_sessions,Sessions,सत्र,ᱥᱮᱥᱚᱱ,,,i18nSantali.js
4 · Supervisor surfaces,db_all_local,Everything here is stored only on this phone.,यहाँ सब कुछ केवल इस फ़ोन पर सहेजा है।,ᱱᱚᱰᱮ ᱡᱚᱛᱚ ᱡᱤᱱᱤᱥ ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮ ᱜᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱾,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_by_domain,By safety domain,सुरक्षा क्षेत्र अनुसार,ᱨᱠᱷᱟ ᱮᱞᱟᱠᱟ ᱞᱮᱠᱟᱛᱮ,,,i18nSantali.js
4 · Supervisor surfaces,db_consistency,Consistency,नियमितता,ᱞᱟᱦᱟ ᱞᱟᱦᱟ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_consistency_hint,Short sessions every few days beat one long session. The gaps are what the score reacts to.,हर कुछ दिन में छोटे सत्र एक लंबे सत्र से बेहतर हैं। स्कोर इन अंतरालों पर प्रतिक्रिया देता है।,ᱡᱟᱦᱟᱸ ᱢᱟᱦᱟᱸ ᱨᱮ ᱦᱩᱰᱤᱧ ᱥᱮᱥᱚᱱ ᱫᱚ ᱢᱤᱫ ᱡᱤᱞᱤᱧ ᱥᱮᱥᱚᱱ ᱠᱷᱚᱱ ᱵᱮᱥ ᱾ ᱱᱚᱢᱵᱚᱨ ᱫᱚ ᱱᱚᱶᱟ ᱛᱟᱞᱟ ᱚᱠᱛᱚ ᱨᱮ ᱛᱮᱞᱟᱭᱮᱫᱟ ᱾,,,i18nSantali.js
4 · Supervisor surfaces,db_decay_title,Where this is heading,यह किस दिशा में जा रहा है,ᱱᱚᱶᱟ ᱚᱠᱟ ᱛᱮ ᱪᱟᱞᱟᱜ ᱠᱟᱱᱟ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_decayed_from,was,था,ᱛᱟᱦᱮᱸᱠᱟᱱᱟ,,,i18nSantali.js
4 · Supervisor surfaces,db_filter_all,All,सभी,ᱡᱚᱛᱚ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_flagged_slow,Flagged for slow reaction,धीमी प्रतिक्रिया के लिए चिह्नित,ᱟᱲᱟᱜ ᱛᱮᱞᱟ ᱞᱟᱹᱜᱤᱫ ᱪᱤᱱᱦᱟᱹ,,,i18nSantali.js
4 · Supervisor surfaces,db_last_passed,Last passed,अंतिम पास,ᱢᱩᱪᱟᱹᱫ ᱯᱟᱥ,,,i18nSantali.js
4 · Supervisor surfaces,db_live,Live,लाइव,ᱡᱤᱭᱚᱸ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_longest_streak,Longest,सबसे लंबा,ᱡᱟᱥᱛᱤ ᱡᱤᱞᱤᱧ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_mode_buddy,Buddy,बडी,ᱡᱚᱲᱟᱣ,,,i18nSantali.js
4 · Supervisor surfaces,db_mode_refresher,Refresher,रिफ्रेशर,ᱫᱚᱦᱲᱟ ᱛᱟᱞᱤᱢ,,,i18nSantali.js
4 · Supervisor surfaces,db_mode_solo,Solo,अकेले,ᱮᱠᱞᱟ,,,i18nSantali.js
4 · Supervisor surfaces,db_never,Never,कभी नहीं,ᱛᱤᱱᱟᱹᱜ ᱦᱚᱸ ᱵᱟᱝ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_no_data,Not enough data yet,अभी पर्याप्त डेटा नहीं,ᱛᱮᱦᱮᱸ ᱰᱟᱴᱟ ᱵᱟᱝ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_pending_sync,waiting to sync,सिंक बाकी,ᱥᱤᱸᱠ ᱵᱟᱠᱤ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_radar_hint,Certification needs all five above the line. A dent in the shape is the one to work on next.,"प्रमाणन के लिए पाँचों को रेखा से ऊपर होना चाहिए। आकृति में जो हिस्सा दबा है, अगला काम वही है।","ᱥᱚᱨᱴᱤᱯᱤᱠᱮᱴ ᱞᱟᱹᱜᱤᱫ ᱢᱚᱬᱮᱭᱟ ᱜᱮ ᱜᱟᱨ ᱠᱷᱚᱱ ᱩᱯᱨᱩᱢ ᱛᱟᱦᱮᱸᱱ ᱞᱟᱹᱠᱛᱤ ᱾ ᱟᱠᱟᱨ ᱨᱮ ᱚᱠᱟ ᱦᱟᱹᱴᱩᱵ ᱟᱠᱟᱱᱟ, ᱟᱶᱜᱟ ᱠᱟᱹᱢᱤ ᱚᱱᱟ ᱜᱮ ᱠᱟᱱᱟ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,db_radar_title,Readiness across all five domains,सभी पाँच क्षेत्रों में तैयारी,ᱡᱚᱛᱚ ᱢᱚᱬᱮ ᱮᱞᱟᱠᱟ ᱨᱮ ᱛᱮᱭᱟᱨᱤ,,,i18nSantali.js
4 · Supervisor surfaces,db_reaction_hint,"Every decision you have made, grouped by how fast you made it.","आपके सभी निर्णय, इस आधार पर समूहित कि आपने कितनी तेज़ी से लिए।","ᱟᱢ ᱮᱢ ᱠᱟᱱ ᱡᱚᱛᱚ ᱴᱷᱮᱭᱟᱣ, ᱛᱤᱱᱟᱹᱜ ᱞᱚᱜᱚᱱ ᱛᱮ ᱮᱢ ᱠᱮᱫᱟᱢ ᱚᱱᱟ ᱞᱮᱠᱟᱛᱮ ᱡᱟᱨᱣᱟ ᱟᱠᱟᱱᱟ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,db_reaction_mix,How you react under pressure,दबाव में आपकी प्रतिक्रिया,ᱡᱚᱨ ᱨᱮ ᱟᱢᱟᱜ ᱛᱮᱞᱟ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_readiness_title,Your readiness,आपकी तैयारी,ᱟᱢᱟᱜ ᱛᱮᱭᱟᱨᱤ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_recent,Recent activity,हाल की गतिविधि,ᱱᱮᱛᱟᱨᱟᱜ ᱠᱟᱹᱢᱤ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_refresh,Refresh,ताज़ा करें,ᱫᱚᱦᱲᱟ ᱞᱟᱫᱮ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_showing,showing,दिखा रहा है,ᱩᱫᱩᱜ ᱠᱟᱱᱟ,,,i18nSantali.js
4 · Supervisor surfaces,db_storage_temp,"This browser will not let Jaagruk store data permanently, so your progress lasts only for this session.","यह ब्राउज़र जागरुक को स्थायी रूप से डेटा सहेजने नहीं देता, इसलिए प्रगति सिर्फ़ इस सत्र तक रहेगी।","ᱱᱚᱶᱟ ᱵᱨᱟᱣᱡᱚᱨ ᱡᱟᱜᱨᱩᱠ ᱛᱮ ᱰᱟᱴᱟ ᱥᱚᱨᱮᱥ ᱛᱮ ᱵᱟᱝ ᱥᱟᱸᱪᱟᱣ ᱮᱢᱟ, ᱚᱱᱟᱛᱮ ᱟᱢᱟᱜ ᱞᱟᱦᱟᱱᱛᱤ ᱱᱚᱶᱟ ᱥᱮᱥᱚᱱ ᱦᱟᱹᱵᱤᱡ ᱜᱮ ᱛᱟᱦᱮᱸᱱᱟ ᱾",,,i18nSantali.js
4 · Supervisor surfaces,db_streak,Current streak,वर्तमान लगातार,ᱱᱤᱛᱚᱜᱟᱜ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_trend,Recent trend,हाल की प्रवृत्ति,ᱱᱮᱛᱟᱨᱟᱜ ᱦᱚᱨ,,,i18n.js / i18nJaagruk.js
4 · Supervisor surfaces,db_weakest,Weakest,सबसे कमज़ोर,ᱡᱟᱥᱛᱤ ᱞᱟᱲᱟᱭ,,,i18n.js / i18nJaagruk.js
5 · Other,app_name,JAAGRUK,जागरुक,ᱡᱟᱜᱨᱩᱠ,,,i18n.js / i18nJaagruk.js
5 · Other,app_tagline,Safety Training & Certification,सुरक्षा प्रशिक्षण एवं प्रमाणन,ᱨᱠᱷᱟ ᱛᱟᱞᱤᱢ,,,i18n.js / i18nJaagruk.js
5 · Other,back_label,Back,पीछे,ᱛᱟᱭᱚᱢ,,,i18n.js / i18nJaagruk.js
5 · Other,cancel_label,Cancel,रद्द करें,ᱵᱟᱹᱰᱨᱟᱹ,,,i18n.js / i18nJaagruk.js
5 · Other,clear_label,Clear,साफ़ करें,ᱯᱷᱟᱹᱨᱪᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,close_label,Close,बंद करें,ᱵᱚᱸᱫᱚᱭ,,,i18n.js / i18nJaagruk.js
5 · Other,delete_label,Delete,हटाएं,ᱜᱷᱟᱹᱴᱟᱣ,,,i18n.js / i18nJaagruk.js
5 · Other,dismiss_label,Dismiss,हटाएं,ᱚᱰᱚᱠ,,,i18n.js / i18nJaagruk.js
5 · Other,done_label,Done,पूर्ण,ᱦᱩᱭ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,error_label,Something went wrong,कुछ गलत हुआ,ᱚᱠᱟ ᱦᱚᱸ ᱵᱷᱩᱞ ᱦᱩᱭ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,gauge_high,HIGH RISK,उच्च जोखिम,ᱡᱟᱥᱛᱤ ᱡᱚᱠᱷᱚᱢ,,,i18n.js / i18nJaagruk.js
5 · Other,gauge_low,LOW RISK,कम जोखिम,ᱠᱚᱢ ᱡᱚᱠᱷᱚᱢ,,,i18n.js / i18nJaagruk.js
5 · Other,gauge_moderate,MODERATE RISK,मध्यम जोखिम,ᱢᱟᱡᱷᱮᱡ ᱡᱚᱠᱷᱚᱢ,,,i18n.js / i18nJaagruk.js
5 · Other,loading_label,Loading…,लोड हो रहा है…,ᱞᱟᱫᱮᱫ ᱠᱟᱱᱟ…,,,i18n.js / i18nJaagruk.js
5 · Other,m_anchors,Anchors placed,एंकर लगाए,ᱮᱸᱠᱚᱨ ᱮᱢ,,,i18n.js / i18nJaagruk.js
5 · Other,m_decisions,Timed decisions,समयबद्ध निर्णय,ᱚᱠᱛᱚ ᱮᱢ ᱴᱷᱮᱭᱟᱣ,,,i18n.js / i18nJaagruk.js
5 · Other,m_domains,Domains passed,क्षेत्र पास,ᱮᱞᱟᱠᱟ ᱯᱟᱥ,,,i18n.js / i18nJaagruk.js
5 · Other,m_due,Refreshers due,रिफ्रेशर बाकी,ᱫᱚᱦᱲᱟ ᱛᱟᱞᱤᱢ ᱵᱟᱠᱤ,,,i18n.js / i18nJaagruk.js
5 · Other,m_languages,Languages,भाषाएं,ᱯᱟᱹᱨᱥᱤ ᱠᱚ,,,i18n.js / i18nJaagruk.js
5 · Other,m_modules,Modules,मॉड्यूल,ᱢᱚᱰᱩᱞ,,,i18n.js / i18nJaagruk.js
5 · Other,m_readiness,Readiness,तैयारी,ᱛᱮᱭᱟᱨᱤ,,,i18n.js / i18nJaagruk.js
5 · Other,m_reports,Open reports,खुली रिपोर्ट,ᱡᱷᱤᱡ ᱠᱷᱚᱵᱚᱨ,,,i18n.js / i18nJaagruk.js
5 · Other,m_zones,Zones scanned,ज़ोन स्कैन,ᱡᱚᱱ ᱥᱠᱮᱱ,,,i18n.js / i18nJaagruk.js
5 · Other,more_label,More,अधिक,ᱟᱨᱦᱚ,,,i18n.js / i18nJaagruk.js
5 · Other,next_label,Next,आगे,ᱟᱶᱜᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,not_found_label,Not found,नहीं मिला,ᱵᱟᱝ ᱧᱟᱢ ᱞᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,offline_label,Offline,ऑफ़लाइन,ᱚᱯᱷᱞᱟᱭᱤᱱ,,,i18n.js / i18nJaagruk.js
5 · Other,ps_collect,Collect from a phone,फ़ोन से इकट्ठा करें,ᱯᱷᱚᱱ ᱠᱷᱚᱱ ᱡᱟᱨᱣᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,ps_exchanging,Exchanging records…,रिकॉर्ड का आदान-प्रदान…,ᱨᱮᱠᱚᱰ ᱟᱹᱰᱤ ᱠᱟᱱᱟ…,,,i18n.js / i18nJaagruk.js
5 · Other,ps_offer,Send my records,मेरे रिकॉर्ड भेजें,ᱤᱧᱟᱜ ᱨᱮᱠᱚᱰ ᱠᱩᱞ,,,i18n.js / i18nJaagruk.js
5 · Other,ps_received,Received,प्राप्त,ᱧᱟᱢ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,ps_sent,Sent,भेजा,ᱠᱩᱞ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
5 · Other,rename_label,Rename,नाम बदलें,ᱧᱩᱛᱩᱢ ᱵᱚᱫᱚᱞ,,,i18n.js / i18nJaagruk.js
5 · Other,retry_label,Try again,फिर कोशिश करें,ᱫᱚᱦᱲᱟ ᱠᱩᱨᱩᱢᱩᱴᱩᱭ,,,i18n.js / i18nJaagruk.js
5 · Other,save_label,Save,सहेजें,ᱥᱟᱸᱪᱟᱣ,,,i18n.js / i18nJaagruk.js
5 · Other,th_dark,Dark,गहरा,ᱧᱩᱛ,,,i18n.js / i18nJaagruk.js
5 · Other,th_light,Light,हल्का,ᱨᱟᱹᱲᱟᱹ,,,i18n.js / i18nJaagruk.js
5 · Other,th_system,Auto,स्वतः,ᱟᱡᱛᱮ,,,i18n.js / i18nJaagruk.js
5 · Other,trust_label,Trust this signer,इस हस्ताक्षरकर्ता पर भरोसा करें,ᱱᱚᱶᱟ ᱥᱩᱦᱤ ᱠᱚ ᱯᱟᱛᱭᱟᱣ,,,i18n.js / i18nJaagruk.js
5 · Other,trust_skip_label,Import without trusting,भरोसा किए बिना आयात करें,ᱵᱟᱝ ᱯᱟᱛᱭᱟᱣ ᱠᱟᱛᱮ ᱟᱹᱜᱩ,,,i18n.js / i18nJaagruk.js
